fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.3545558606812888e-10,,,-1.4686288720972372e-11,,,0.34705475647769068,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-6.2083174558737256e-11,,,1.95163133419586e-11,,,0.19493002825249503,,
8.4728891090523661e-11,,,-2.0556894739608337e-11,,,0.056353176689713992,,
-8.0770297858435134e-11,,,7.4004085871343995e-12,,,-0.13215168855507167,,
3.6225112391329334e-11,,,-8.6261818293771802e-12,,,-0.076057175078281247,,
-5.2002919682397503e-11,,,-6.9483240066747283e-12,,,-0.019294212858920648,,
-9.271591191762634e-11,,,7.247441703938218e-12,,,0.0507423365649756,,
8.5805904958388712e-11,,,-6.0222865217831275e-12,,,-0.0098519991942836328,,
-7.5680649725352789e-11,,,-2.4576367576448389e-12,,,-0.075722950706996167,,
9.2979955995738248e-11,,,1.7832148959355118e-11,,,-0.045663016727079501,,
-9.2611274655458721e-11,,,-2.826531800909092e-12,,,0.090643479751147782,,
1.1890466365130344e-10,,,7.9888878065780155e-12,,,0.020542159156918142,,
-1.7492388040938305e-10,,,-3.0559575851464344e-11,,,-0.055871349031878438,,
-1.3879914172848133e-10,,,-1.8502628769955688e-11,,,0.10468068191303775,,
2.6221746212759333e-10,,,4.7605724519511816e-11,,,0.045530271406058774,,
-2.8954490111859518e-10,,,-5.2681478453604108e-11,,,0.11019491714587283,,
-2.1966236608556786e-10,,,-4.1548696534154987e-11,,,0.067596030622200889,,
-8.1705871763999377e-11,,,-1.3888081006922583e-11,,,-0.0050764989663514412,,
2.2179442393909706e-10,,,3.843959868304987e-11,,,-0.016046777372143411,,
2.1339092782872578e-10,,,4.5541832485831462e-11,,,0.034570691721564538,,
-6.4649259711938129e-11,,,2.788528980413681e-11,,,-0.022032714119005304,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-4.9091782335470164e-11,,,-9.7886294839583521e-12,,,0.02812462276308372,,
7.9763715671227428e-11,,,2.6730579020222895e-11,,,0.014747096377606557,,
6.6610757173710236e-11,,,1.4050399593577226e-11,,,-0.019039745745574353,,
-1.5378397895720955e-11,,,9.6626533599542387e-12,,,0.0060213280799228802,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.5596634513622993e-10,,,-2.3419187738845411e-11,,,0.026008274530353832,,
-1.7250759506192305e-10,,,-2.3544374451271325e-11,,,-0.013802267264035106,,
2.4809285747442754e-11,,,-2.2480392874938256e-11,,,-0.014201849026622164,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.9745750548039567e-10,,,-2.5799424941534724e-11,,,0.029429184107005082,,
-1.179493451735671e-10,,,-1.2885221481671945e-11,,,-0.0084875387700221998,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-2.1123496630718124e-10,,,3.7819546387338891e-11,,,0.030469136270384022,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-9.3684980237322744e-11,,,1.9455052388906532e-11,,,0.23105618383101223,,
-6.6120514019233177e-11,,,5.4624240277063245e-13,,,-0.22609106660913358,,
